Age;Gender;School_Grade;Daily_Usage_Hours;Sleep_Hours;Academic_Performance;Social_Interactions;Exercise_Hours;Anxiety_Level;Depression_Level;Self_Esteem;Parental_Control;Screen_Time_Before_Bed;Phone_Checks_Per_Day;Apps_Used_Daily;Time_on_Social_Media;Time_on_Gaming;Time_on_Education;Phone_Usage_Purpose;Family_Communication;Weekend_Usage_Hours;Addiction_Level
13~15;Female~Other;10~12;1~4;6~9;74~98;0~4;0~1;1~4;4~9;1~10;0~1;0~1;30~132;6~20;1~4;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~8;2~9;4.8
13~15;Female~Other;10~12;1~4;6~9;74~98;0~4;0~1;1~4;4~9;1~10;0~1;0~1;30~132;6~20;1~4;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~8;2~9;6.3
13~15;Female~Other;10~12;1~4;6~9;74~98;0~4;0~1;1~4;4~9;1~10;0~1;0~1;30~132;6~20;1~4;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~8;2~9;10.0
13~15;Female~Other;10~12;1~4;6~9;74~98;0~4;0~1;1~4;4~9;1~10;0~1;0~1;30~132;6~20;1~4;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~8;2~9;7.3
13~16;Female~Other;10~12;1~4;6~8;74~91;0~4;0~1;5~10;2~10;1~9;0~1;0~2;22~150;6~16;0~3;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;6.0
13~16;Female~Other;10~12;1~4;6~8;74~91;0~4;0~1;5~10;2~10;1~9;0~1;0~2;22~150;6~16;0~3;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;7.0
13~16;Female~Other;10~12;1~4;6~8;74~91;0~4;0~1;5~10;2~10;1~9;0~1;0~2;22~150;6~16;0~3;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;7.2
13~16;Female~Other;10~12;1~4;6~8;74~91;0~4;0~1;5~10;2~10;1~9;0~1;0~2;22~150;6~16;0~3;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;4.7
13~16;Female~Other;10~12;1~4;6~8;74~91;0~4;0~1;5~10;2~10;1~9;0~1;0~2;22~150;6~16;0~3;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;5.7
13~16;Female~Other;10~12;1~4;6~8;74~91;0~4;0~1;5~10;2~10;1~9;0~1;0~2;22~150;6~16;0~3;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;5.4
13~16;Female~Other;10~12;1~4;6~8;74~91;0~4;0~1;5~10;2~10;1~9;0~1;0~2;22~150;6~16;0~3;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;9.0
13~16;Female~Other;10~12;1~4;6~8;74~91;0~4;0~1;5~10;2~10;1~9;0~1;0~2;22~150;6~16;0~3;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;9.7
13~16;Female~Other;10~12;1~4;6~8;74~91;0~4;0~1;5~10;2~10;1~9;0~1;0~2;22~150;6~16;0~3;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;7.1
13~16;Female~Other;10~12;1~4;6~8;81~98;1~4;1~3;2~7;3~10;1~10;0~1;0~2;25~130;5~19;1~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~9;2~8;7.1
13~16;Female~Other;10~12;1~4;6~8;81~98;1~4;1~3;2~7;3~10;1~10;0~1;0~2;25~130;5~19;1~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~9;2~8;10.0
13~16;Female~Other;10~12;1~4;6~8;81~98;1~4;1~3;2~7;3~10;1~10;0~1;0~2;25~130;5~19;1~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~9;2~8;8.2
13~16;Female~Other;10~12;1~4;6~8;81~98;1~4;1~3;2~7;3~10;1~10;0~1;0~2;25~130;5~19;1~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~9;2~8;10.0
13~16;Female~Other;10~12;1~4;6~8;81~98;1~4;1~3;2~7;3~10;1~10;0~1;0~2;25~130;5~19;1~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~9;2~8;6.0
13~16;Female~Other;10~12;1~4;6~8;81~98;1~4;1~3;2~7;3~10;1~10;0~1;0~2;25~130;5~19;1~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~9;2~8;7.1
13~16;Female~Other;10~12;1~4;6~8;81~98;1~4;1~3;2~7;3~10;1~10;0~1;0~2;25~130;5~19;1~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~9;2~8;4.5
13~16;Female~Other;10~12;1~4;6~8;81~98;1~4;1~3;2~7;3~10;1~10;0~1;0~2;25~130;5~19;1~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~9;2~8;3.0
13~16;Female~Other;10~12;0~4;6~7;74~100;0~3;1~2;8~10;1~8;1~8;0~1;0~1;53~114;5~18;1~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;3~9;4.7
13~16;Female~Other;10~12;0~4;6~7;74~100;0~3;1~2;8~10;1~8;1~8;0~1;0~1;53~114;5~18;1~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;3~9;7.5
13~16;Female~Other;10~12;0~4;6~7;74~100;0~3;1~2;8~10;1~8;1~8;0~1;0~1;53~114;5~18;1~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;3~9;6.8
13~16;Female~Other;10~12;0~4;6~7;74~100;0~3;1~2;8~10;1~8;1~8;0~1;0~1;53~114;5~18;1~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;3~9;10.0
13~16;Female~Other;10~12;0~4;6~7;74~100;0~3;1~2;8~10;1~8;1~8;0~1;0~1;53~114;5~18;1~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;3~9;7.5
13~16;Female~Other;10~12;0~4;6~7;74~100;0~3;1~2;8~10;1~8;1~8;0~1;0~1;53~114;5~18;1~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;3~9;8.4
13~16;Female~Other;10~12;0~4;6~7;74~100;0~3;1~2;8~10;1~8;1~8;0~1;0~1;53~114;5~18;1~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;3~9;10.0
13~16;Female~Other;10~12;2~4;6~9;75~99;5~10;0~0;1~4;1~9;2~10;0~1;0~2;22~136;5~17;2~3;1~4;0~1;Education~Social Media~Gaming~Other;1~9;1~9;8.8
13~16;Female~Other;10~12;2~4;6~9;75~99;5~10;0~0;1~4;1~9;2~10;0~1;0~2;22~136;5~17;2~3;1~4;0~1;Education~Social Media~Gaming~Other;1~9;1~9;9.0
13~16;Female~Other;10~12;2~4;6~9;75~99;5~10;0~0;1~4;1~9;2~10;0~1;0~2;22~136;5~17;2~3;1~4;0~1;Education~Social Media~Gaming~Other;1~9;1~9;9.2
13~16;Female~Other;10~12;2~4;6~9;75~99;5~10;0~0;1~4;1~9;2~10;0~1;0~2;22~136;5~17;2~3;1~4;0~1;Education~Social Media~Gaming~Other;1~9;1~9;5.6
13~16;Female~Other;10~12;2~4;6~9;75~99;5~10;0~0;1~4;1~9;2~10;0~1;0~2;22~136;5~17;2~3;1~4;0~1;Education~Social Media~Gaming~Other;1~9;1~9;6.9
13~16;Female~Other;10~12;2~4;6~9;75~99;5~10;0~0;1~4;1~9;2~10;0~1;0~2;22~136;5~17;2~3;1~4;0~1;Education~Social Media~Gaming~Other;1~9;1~9;6.6
13~16;Female~Other;10~12;2~4;6~9;75~99;5~10;0~0;1~4;1~9;2~10;0~1;0~2;22~136;5~17;2~3;1~4;0~1;Education~Social Media~Gaming~Other;1~9;1~9;10.0
13~16;Female~Other;10~12;2~4;6~9;75~99;5~10;0~0;1~4;1~9;2~10;0~1;0~2;22~136;5~17;2~3;1~4;0~1;Education~Social Media~Gaming~Other;1~9;1~9;8.2
13~16;Female~Other;10~12;2~4;6~9;75~99;5~10;0~0;1~4;1~9;2~10;0~1;0~2;22~136;5~17;2~3;1~4;0~1;Education~Social Media~Gaming~Other;1~9;1~9;9.5
13~16;Female~Other;10~12;2~4;6~8;77~100;6~10;0~0;5~10;2~9;1~10;0~1;0~1;20~110;9~20;2~4;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~9;2~6;6.5
13~16;Female~Other;10~12;2~4;6~8;77~100;6~10;0~0;5~10;2~9;1~10;0~1;0~1;20~110;9~20;2~4;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~9;2~6;7.4
13~16;Female~Other;10~12;2~4;6~8;77~100;6~10;0~0;5~10;2~9;1~10;0~1;0~1;20~110;9~20;2~4;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~9;2~6;7.2
13~16;Female~Other;10~12;2~4;6~8;77~100;6~10;0~0;5~10;2~9;1~10;0~1;0~1;20~110;9~20;2~4;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~9;2~6;10.0
13~16;Female~Other;10~12;2~4;6~8;77~100;6~10;0~0;5~10;2~9;1~10;0~1;0~1;20~110;9~20;2~4;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~9;2~6;7.0
13~16;Female~Other;10~12;2~4;6~8;77~100;6~10;0~0;5~10;2~9;1~10;0~1;0~1;20~110;9~20;2~4;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~9;2~6;9.1
13~16;Female~Other;10~12;2~4;6~8;77~100;6~10;0~0;5~10;2~9;1~10;0~1;0~1;20~110;9~20;2~4;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~9;2~6;6.2
13~16;Female~Other;10~12;2~4;6~8;77~100;6~10;0~0;5~10;2~9;1~10;0~1;0~1;20~110;9~20;2~4;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~9;2~6;7.2
13~16;Female~Other;10~12;2~4;6~8;77~100;6~10;0~0;5~10;2~9;1~10;0~1;0~1;20~110;9~20;2~4;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~9;2~6;8.0
14~16;Female~Other;10~12;0~4;6~7;75~96;6~10;1~2;1~7;1~2;2~4;0~1;0~1;32~118;5~17;1~4;0~2;0~1;Browsing~Education~Social Media;2~10;4~9;7.9
14~16;Female~Other;10~12;0~4;6~7;75~96;6~10;1~2;1~7;1~2;2~4;0~1;0~1;32~118;5~17;1~4;0~2;0~1;Browsing~Education~Social Media;2~10;4~9;4.8
14~16;Female~Other;10~12;0~4;6~7;75~96;6~10;1~2;1~7;1~2;2~4;0~1;0~1;32~118;5~17;1~4;0~2;0~1;Browsing~Education~Social Media;2~10;4~9;7.1
14~16;Female~Other;10~12;0~4;6~7;75~96;6~10;1~2;1~7;1~2;2~4;0~1;0~1;32~118;5~17;1~4;0~2;0~1;Browsing~Education~Social Media;2~10;4~9;9.4
14~16;Female~Other;10~12;0~4;6~7;75~96;6~10;1~2;1~7;1~2;2~4;0~1;0~1;32~118;5~17;1~4;0~2;0~1;Browsing~Education~Social Media;2~10;4~9;10.0
13~16;Female~Other;10~12;1~4;6~8;77~97;7~10;1~2;1~7;3~10;3~8;0~1;0~1;38~130;9~20;2~4;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;10.0
13~16;Female~Other;10~12;1~4;6~8;77~97;7~10;1~2;1~7;3~10;3~8;0~1;0~1;38~130;9~20;2~4;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;10.0
13~16;Female~Other;10~12;1~4;6~8;77~97;7~10;1~2;1~7;3~10;3~8;0~1;0~1;38~130;9~20;2~4;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;7.7
13~16;Female~Other;10~12;1~4;6~8;77~97;7~10;1~2;1~7;3~10;3~8;0~1;0~1;38~130;9~20;2~4;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;10.0
13~16;Female~Other;10~12;1~4;6~8;77~97;7~10;1~2;1~7;3~10;3~8;0~1;0~1;38~130;9~20;2~4;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;10.0
13~16;Female~Other;10~12;3~4;6~8;74~98;5~9;1~2;8~10;2~7;1~8;0~1;0~1;26~130;8~20;1~5;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~11;10.0
13~16;Female~Other;10~12;3~4;6~8;74~98;5~9;1~2;8~10;2~7;1~8;0~1;0~1;26~130;8~20;1~5;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~11;9.0
13~16;Female~Other;10~12;3~4;6~8;74~98;5~9;1~2;8~10;2~7;1~8;0~1;0~1;26~130;8~20;1~5;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~11;7.8
13~16;Female~Other;10~12;3~4;6~8;74~98;5~9;1~2;8~10;2~7;1~8;0~1;0~1;26~130;8~20;1~5;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~11;8.9
13~16;Female~Other;10~12;3~4;6~8;74~98;5~9;1~2;8~10;2~7;1~8;0~1;0~1;26~130;8~20;1~5;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~11;6.3
13~16;Female~Other;10~12;3~4;6~8;74~98;5~9;1~2;8~10;2~7;1~8;0~1;0~1;26~130;8~20;1~5;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~11;10.0
13~16;Female~Other;10;5~9;3~5;54~73;0~4;0~0;1~5;1~4;3~10;0~1;0~1;57~123;8~12;2~4;1~3;0~1;Browsing~Education~Social Media~Gaming;1~9;5~6;10.0
13~16;Female~Other;10;5~9;3~5;54~73;0~4;0~0;1~5;1~4;3~10;0~1;0~1;57~123;8~12;2~4;1~3;0~1;Browsing~Education~Social Media~Gaming;1~9;5~6;10.0
13~16;Female~Other;10;5~9;3~5;54~73;0~4;0~0;1~5;1~4;3~10;0~1;0~1;57~123;8~12;2~4;1~3;0~1;Browsing~Education~Social Media~Gaming;1~9;5~6;10.0
13~16;Female~Other;10;5~9;3~5;54~73;0~4;0~0;1~5;1~4;3~10;0~1;0~1;57~123;8~12;2~4;1~3;0~1;Browsing~Education~Social Media~Gaming;1~9;5~6;10.0
13~16;Female~Other;10;5~9;3~5;54~73;0~4;0~0;1~5;1~4;3~10;0~1;0~1;57~123;8~12;2~4;1~3;0~1;Browsing~Education~Social Media~Gaming;1~9;5~6;10.0
13~16;Female;11~12;5~6;3~6;51~62;0~4;0~0;2~5;5~10;1~6;0~1;0~1;48~114;8~15;0~4;1~2;0~2;Gaming~Other;2~9;3~8;10.0
13~16;Female;11~12;5~6;3~6;51~62;0~4;0~0;2~5;5~10;1~6;0~1;0~1;48~114;8~15;0~4;1~2;0~2;Gaming~Other;2~9;3~8;10.0
13~16;Female;11~12;5~6;3~6;51~62;0~4;0~0;2~5;5~10;1~6;0~1;0~1;48~114;8~15;0~4;1~2;0~2;Gaming~Other;2~9;3~8;10.0
13~16;Female;11~12;5~6;3~6;51~62;0~4;0~0;2~5;5~10;1~6;0~1;0~1;48~114;8~15;0~4;1~2;0~2;Gaming~Other;2~9;3~8;10.0
13~16;Female;11~12;5~6;3~6;51~62;0~4;0~0;2~5;5~10;1~6;0~1;0~1;48~114;8~15;0~4;1~2;0~2;Gaming~Other;2~9;3~8;10.0
13~16;Female~Other;11~12;5~7;4~6;56~76;0~3;0~1;6~10;1~4;6~9;0~1;0~1;42~86;13~20;1~3;0~3;0~1;Browsing~Education~Social Media~Gaming;1~9;3~6;10.0
13~16;Female~Other;11~12;5~7;4~6;56~76;0~3;0~1;6~10;1~4;6~9;0~1;0~1;42~86;13~20;1~3;0~3;0~1;Browsing~Education~Social Media~Gaming;1~9;3~6;10.0
13~16;Female~Other;11~12;5~7;4~6;56~76;0~3;0~1;6~10;1~4;6~9;0~1;0~1;42~86;13~20;1~3;0~3;0~1;Browsing~Education~Social Media~Gaming;1~9;3~6;10.0
13~16;Female~Other;11~12;5~7;4~6;56~76;0~3;0~1;6~10;1~4;6~9;0~1;0~1;42~86;13~20;1~3;0~3;0~1;Browsing~Education~Social Media~Gaming;1~9;3~6;10.0
13~16;Female~Other;11~12;5~7;4~6;56~76;0~3;0~1;6~10;1~4;6~9;0~1;0~1;42~86;13~20;1~3;0~3;0~1;Browsing~Education~Social Media~Gaming;1~9;3~6;10.0
13~15;Female~Other;10~12;5~8;4~6;55~74;0~3;0~1;7~10;7~10;3~10;0~1;0~1;21~129;6~15;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~10;4~9;10.0
13~15;Female~Other;10~12;5~8;4~6;55~74;0~3;0~1;7~10;7~10;3~10;0~1;0~1;21~129;6~15;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~10;4~9;10.0
13~15;Female~Other;10~12;5~8;4~6;55~74;0~3;0~1;7~10;7~10;3~10;0~1;0~1;21~129;6~15;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~10;4~9;10.0
13~15;Female~Other;10~12;5~8;4~6;55~74;0~3;0~1;7~10;7~10;3~10;0~1;0~1;21~129;6~15;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~10;4~9;9.4
13~15;Female~Other;10~12;5~8;4~6;55~74;0~3;0~1;7~10;7~10;3~10;0~1;0~1;21~129;6~15;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~10;4~9;10.0
13~16;Female~Other;10~12;5~9;4~6;51~76;0~4;1~2;1~4;1~10;2~10;0~1;0~1;20~144;5~19;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~10;2~7;10.0
13~16;Female~Other;10~12;5~9;4~6;51~76;0~4;1~2;1~4;1~10;2~10;0~1;0~1;20~144;5~19;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~10;2~7;10.0
13~16;Female~Other;10~12;5~9;4~6;51~76;0~4;1~2;1~4;1~10;2~10;0~1;0~1;20~144;5~19;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~10;2~7;10.0
13~16;Female~Other;10~12;5~9;4~6;51~76;0~4;1~2;1~4;1~10;2~10;0~1;0~1;20~144;5~19;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~10;2~7;9.0
13~16;Female~Other;10~12;5~9;4~6;51~76;0~4;1~2;1~4;1~10;2~10;0~1;0~1;20~144;5~19;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~10;2~7;10.0
13~16;Female~Other;10~12;5~9;4~6;51~76;0~4;1~2;1~4;1~10;2~10;0~1;0~1;20~144;5~19;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~10;2~7;10.0
13~16;Female~Other;10~12;5~9;4~6;51~76;0~4;1~2;1~4;1~10;2~10;0~1;0~1;20~144;5~19;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~10;2~7;10.0
13~16;Female~Other;10~12;5~9;4~6;51~76;0~4;1~2;1~4;1~10;2~10;0~1;0~1;20~144;5~19;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~10;2~7;10.0
13~16;Female~Other;10~12;5~9;4~6;51~76;0~4;1~2;1~4;1~10;2~10;0~1;0~1;20~144;5~19;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~10;2~7;5.5
13~16;Female~Other;10~12;5~8;5~6;67~76;0~4;1~2;5~10;1~8;1~9;0~1;0~1;24~144;5~19;1~4;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~9;4~9;8.0
13~16;Female~Other;10~12;5~8;5~6;67~76;0~4;1~2;5~10;1~8;1~9;0~1;0~1;24~144;5~19;1~4;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~9;4~9;10.0
13~16;Female~Other;10~12;5~8;5~6;67~76;0~4;1~2;5~10;1~8;1~9;0~1;0~1;24~144;5~19;1~4;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~9;4~9;10.0
13~16;Female~Other;10~12;5~8;5~6;67~76;0~4;1~2;5~10;1~8;1~9;0~1;0~1;24~144;5~19;1~4;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~9;4~9;10.0
13~16;Female~Other;10~12;5~8;5~6;67~76;0~4;1~2;5~10;1~8;1~9;0~1;0~1;24~144;5~19;1~4;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~9;4~9;10.0
13~16;Female~Other;10~12;5~8;5~6;67~76;0~4;1~2;5~10;1~8;1~9;0~1;0~1;24~144;5~19;1~4;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~9;4~9;10.0
13~16;Female~Other;10~12;5~8;5~6;67~76;0~4;1~2;5~10;1~8;1~9;0~1;0~1;24~144;5~19;1~4;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~9;4~9;10.0
13~16;Female~Other;10~12;5~8;5~6;67~76;0~4;1~2;5~10;1~8;1~9;0~1;0~1;24~144;5~19;1~4;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~9;4~9;10.0
13~16;Female~Other;10~12;5~8;5~6;67~76;0~4;1~2;5~10;1~8;1~9;0~1;0~1;24~144;5~19;1~4;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~9;4~9;10.0
15~16;Female~Other;11~12;5~8;3~6;55~74;5~10;0~0;1~6;1~4;1~7;0~1;0~1;20~116;5~18;2~4;0~2;0~2;Education~Social Media~Gaming~Other;2~10;3~10;10.0
15~16;Female~Other;11~12;5~8;3~6;55~74;5~10;0~0;1~6;1~4;1~7;0~1;0~1;20~116;5~18;2~4;0~2;0~2;Education~Social Media~Gaming~Other;2~10;3~10;10.0
15~16;Female~Other;11~12;5~8;3~6;55~74;5~10;0~0;1~6;1~4;1~7;0~1;0~1;20~116;5~18;2~4;0~2;0~2;Education~Social Media~Gaming~Other;2~10;3~10;10.0
15~16;Female~Other;11~12;5~8;3~6;55~74;5~10;0~0;1~6;1~4;1~7;0~1;0~1;20~116;5~18;2~4;0~2;0~2;Education~Social Media~Gaming~Other;2~10;3~10;10.0
15~16;Female~Other;11~12;5~8;3~6;55~74;5~10;0~0;1~6;1~4;1~7;0~1;0~1;20~116;5~18;2~4;0~2;0~2;Education~Social Media~Gaming~Other;2~10;3~10;10.0
13~16;Female~Other;10~12;5~8;3~6;57~76;8~10;0~0;2~6;7~10;2~10;0~1;0~2;57~145;9~18;0~4;0~2;0~3;Browsing~Education~Social Media~Gaming~Other;2~10;2~8;10.0
13~16;Female~Other;10~12;5~8;3~6;57~76;8~10;0~0;2~6;7~10;2~10;0~1;0~2;57~145;9~18;0~4;0~2;0~3;Browsing~Education~Social Media~Gaming~Other;2~10;2~8;9.0
13~16;Female~Other;10~12;5~8;3~6;57~76;8~10;0~0;2~6;7~10;2~10;0~1;0~2;57~145;9~18;0~4;0~2;0~3;Browsing~Education~Social Media~Gaming~Other;2~10;2~8;10.0
13~16;Female~Other;10~12;5~8;3~6;57~76;8~10;0~0;2~6;7~10;2~10;0~1;0~2;57~145;9~18;0~4;0~2;0~3;Browsing~Education~Social Media~Gaming~Other;2~10;2~8;10.0
13~16;Female~Other;10~12;5~8;3~6;57~76;8~10;0~0;2~6;7~10;2~10;0~1;0~2;57~145;9~18;0~4;0~2;0~3;Browsing~Education~Social Media~Gaming~Other;2~10;2~8;10.0
13~16;Female~Other;10~12;5~8;3~5;55~73;5~10;0~0;7~10;1~4;2~9;0~1;0~1;33~138;5~18;2~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;3~8;10.0
13~16;Female~Other;10~12;5~8;3~5;55~73;5~10;0~0;7~10;1~4;2~9;0~1;0~1;33~138;5~18;2~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;3~8;10.0
13~16;Female~Other;10~12;5~8;3~5;55~73;5~10;0~0;7~10;1~4;2~9;0~1;0~1;33~138;5~18;2~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;3~8;10.0
13~16;Female~Other;10~12;5~8;3~5;55~73;5~10;0~0;7~10;1~4;2~9;0~1;0~1;33~138;5~18;2~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;3~8;10.0
13~16;Female~Other;10~12;5~8;3~5;55~73;5~10;0~0;7~10;1~4;2~9;0~1;0~1;33~138;5~18;2~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;3~8;10.0
13~16;Other;10~12;5~7;3~6;54~71;5~8;0~0;8~10;5~10;3~9;0~1;0~1;46~132;5~20;2~4;0~2;0~0;Education~Social Media~Gaming~Other;2~10;3~9;10.0
13~16;Other;10~12;5~7;3~6;54~71;5~8;0~0;8~10;5~10;3~9;0~1;0~1;46~132;5~20;2~4;0~2;0~0;Education~Social Media~Gaming~Other;2~10;3~9;10.0
13~16;Other;10~12;5~7;3~6;54~71;5~8;0~0;8~10;5~10;3~9;0~1;0~1;46~132;5~20;2~4;0~2;0~0;Education~Social Media~Gaming~Other;2~10;3~9;10.0
13~16;Other;10~12;5~7;3~6;54~71;5~8;0~0;8~10;5~10;3~9;0~1;0~1;46~132;5~20;2~4;0~2;0~0;Education~Social Media~Gaming~Other;2~10;3~9;10.0
13~16;Other;10~12;5~7;3~6;54~71;5~8;0~0;8~10;5~10;3~9;0~1;0~1;46~132;5~20;2~4;0~2;0~0;Education~Social Media~Gaming~Other;2~10;3~9;10.0
13~16;Female~Other;10~12;5~7;3~6;52~73;5~10;0~2;1~4;1~10;3~10;0~1;0~2;30~135;5~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;10.0
13~16;Female~Other;10~12;5~7;3~6;52~73;5~10;0~2;1~4;1~10;3~10;0~1;0~2;30~135;5~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;10.0
13~16;Female~Other;10~12;5~7;3~6;52~73;5~10;0~2;1~4;1~10;3~10;0~1;0~2;30~135;5~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;10.0
13~16;Female~Other;10~12;5~7;3~6;52~73;5~10;0~2;1~4;1~10;3~10;0~1;0~2;30~135;5~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;10.0
13~16;Female~Other;10~12;5~7;3~6;52~73;5~10;0~2;1~4;1~10;3~10;0~1;0~2;30~135;5~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;10.0
13~16;Female~Other;10~12;5~7;3~6;52~73;5~10;0~2;1~4;1~10;3~10;0~1;0~2;30~135;5~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;10.0
13~16;Female~Other;10~12;5~7;3~6;52~73;5~10;0~2;1~4;1~10;3~10;0~1;0~2;30~135;5~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;10.0
13~16;Female~Other;10~12;5~7;3~6;52~73;5~10;0~2;1~4;1~10;3~10;0~1;0~2;30~135;5~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;10.0
13~16;Female~Other;10~12;5~7;3~6;52~73;5~10;0~2;1~4;1~10;3~10;0~1;0~2;30~135;5~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~9;8.8
14~16;Female~Other;10~12;5~7;3~6;53~74;5~10;0~2;5~10;1~10;3~10;0~1;0~2;32~150;5~20;1~3;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;3~8;10.0
14~16;Female~Other;10~12;5~7;3~6;53~74;5~10;0~2;5~10;1~10;3~10;0~1;0~2;32~150;5~20;1~3;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;3~8;10.0
