Age;Gender;Education;Introversion Score;Sensing Score;Thinking Score;Judging Score;Interest;Personality
20~25;Male;1;3~4;5~6;0~1;4~5;Unknown~Technology;INFP
20~25;Male;1;3~4;5~6;0~1;4~5;Unknown~Technology;INFP
20~25;Male;1;3~4;5~6;0~1;4~5;Unknown~Technology;INFP
20~25;Male;1;3~4;5~6;0~1;4~5;Unknown~Technology;ENFP
20~25;Male;1;3~4;5~6;0~1;4~5;Unknown~Technology;INFP
20~24;Male;1;3~5;5~7;3~5;5~6;Unknown~Technology;INFP
20~24;Male;1;3~5;5~7;3~5;5~6;Unknown~Technology;INFP
20~24;Male;1;3~5;5~7;3~5;5~6;Unknown~Technology;INFP
20~24;Male;1;3~5;5~7;3~5;5~6;Unknown~Technology;INFP
20~24;Male;1;3~5;5~7;3~5;5~6;Unknown~Technology;ESFP
20~24;Male;1;3~5;5~7;3~5;5~6;Unknown~Technology;ISFP
20~24;Male;1;3~5;5~7;3~5;5~6;Unknown~Technology;INFP
20~25;Male;1;0~2;5~8;0~5;4~6;Others~Sports~Arts;ISFP
20~25;Male;1;0~2;5~8;0~5;4~6;Others~Sports~Arts;INFP
20~25;Male;1;0~2;5~8;0~5;4~6;Others~Sports~Arts;INFP
20~25;Male;1;0~2;5~8;0~5;4~6;Others~Sports~Arts;INFP
20~25;Male;1;0~2;5~8;0~5;4~6;Others~Sports~Arts;INFP
20~25;Male;1;0~2;5~8;0~5;4~6;Others~Sports~Arts;INFP
20~25;Male;1;0~2;5~8;0~5;4~6;Others~Sports~Arts;INFP
20~25;Male;1;0~2;5~8;0~5;4~6;Others~Sports~Arts;INFP
20~25;Male;1;0~2;5~8;0~5;4~6;Others~Sports~Arts;ISFP
19~23;Male;1;2~4;5~6;0~2;5~6;Others~Sports~Arts;INFP
19~23;Male;1;2~4;5~6;0~2;5~6;Others~Sports~Arts;INFP
19~23;Male;1;2~4;5~6;0~2;5~6;Others~Sports~Arts;INFP
19~23;Male;1;2~4;5~6;0~2;5~6;Others~Sports~Arts;ISFP
19~23;Male;1;2~4;5~6;0~2;5~6;Others~Sports~Arts;INFP
19~24;Male;1;2~4;5~6;2~4;5~8;Others~Sports~Arts;ENFP
19~24;Male;1;2~4;5~6;2~4;5~8;Others~Sports~Arts;ISFP
19~24;Male;1;2~4;5~6;2~4;5~8;Others~Sports~Arts;INFP
19~24;Male;1;2~4;5~6;2~4;5~8;Others~Sports~Arts;INFP
19~24;Male;1;2~4;5~6;2~4;5~8;Others~Sports~Arts;INFP
22~25;Male;1;0~1;5~6;5~7;1~4;Unknown;INFP
22~25;Male;1;0~1;5~6;5~7;1~4;Unknown;ISTP
22~25;Male;1;0~1;5~6;5~7;1~4;Unknown;INFP
22~25;Male;1;0~1;5~6;5~7;1~4;Unknown;INFP
22~25;Male;1;0~1;5~6;5~7;1~4;Unknown;INFP
22~25;Male;1;0~1;5~6;5~7;1~4;Unknown;INTP
20~25;Male;1;0~2;5~6;7~9;0~4;Unknown~Technology;INTP
20~25;Male;1;0~2;5~6;7~9;0~4;Unknown~Technology;INTP
20~25;Male;1;0~2;5~6;7~9;0~4;Unknown~Technology;INTP
20~25;Male;1;0~2;5~6;7~9;0~4;Unknown~Technology;INTP
20~25;Male;1;0~2;5~6;7~9;0~4;Unknown~Technology;INTP
20~25;Male;1;0~2;5~6;7~9;0~4;Unknown~Technology;INTP
20~25;Male;1;0~2;5~6;7~9;0~4;Unknown~Technology;INTP
20~23;Male;1;2~4;5~7;5~7;1~4;Unknown~Technology;INTP
20~23;Male;1;2~4;5~7;5~7;1~4;Unknown~Technology;ENTP
20~23;Male;1;2~4;5~7;5~7;1~4;Unknown~Technology;ENFP
20~23;Male;1;2~4;5~7;5~7;1~4;Unknown~Technology;INFP
20~23;Male;1;2~4;5~7;5~7;1~4;Unknown~Technology;INTP
20~23;Male;1;2~4;5~7;5~7;1~4;Unknown~Technology;INTP
21~25;Male;1;2~5;5~7;7~9;2~4;Unknown~Technology;INTP
21~25;Male;1;2~5;5~7;7~9;2~4;Unknown~Technology;ENTP
21~25;Male;1;2~5;5~7;7~9;2~4;Unknown~Technology;INTP
21~25;Male;1;2~5;5~7;7~9;2~4;Unknown~Technology;INTP
21~25;Male;1;2~5;5~7;7~9;2~4;Unknown~Technology;ESTP
21~25;Male;1;2~5;5~7;7~9;2~4;Unknown~Technology;ENTP
21~25;Male;1;2~5;5~7;7~9;2~4;Unknown~Technology;INTP
21~25;Male;1;0~1;5~7;5~9;3~4;Others~Sports~Arts;INTP
21~25;Male;1;0~1;5~7;5~9;3~4;Others~Sports~Arts;INTP
21~25;Male;1;0~1;5~7;5~9;3~4;Others~Sports~Arts;INTP
21~25;Male;1;0~1;5~7;5~9;3~4;Others~Sports~Arts;INTP
21~25;Male;1;0~1;5~7;5~9;3~4;Others~Sports~Arts;INTP
21~25;Male;1;0~1;5~7;5~9;3~4;Others~Sports~Arts;INTP
21~25;Male;1;0~1;5~7;5~9;3~4;Others~Sports~Arts;ISTP
21~25;Male;1;0~1;5~7;5~9;3~4;Others~Sports~Arts;INTP
21~25;Male;1;0~1;5~7;5~9;3~4;Others~Sports~Arts;ISTP
20~25;Male;1;2~5;5~7;5~9;1~4;Others~Sports~Arts;INTP
20~25;Male;1;2~5;5~7;5~9;1~4;Others~Sports~Arts;ESFP
20~25;Male;1;2~5;5~7;5~9;1~4;Others~Sports~Arts;INTP
20~25;Male;1;2~5;5~7;5~9;1~4;Others~Sports~Arts;INTP
20~25;Male;1;2~5;5~7;5~9;1~4;Others~Sports~Arts;INTP
20~25;Male;1;2~5;5~7;5~9;1~4;Others~Sports~Arts;INTP
20~25;Male;1;2~5;5~7;5~9;1~4;Others~Sports~Arts;INTP
20~25;Male;1;2~5;5~7;5~9;1~4;Others~Sports~Arts;ENTP
20~25;Male;1;2~5;5~7;5~9;1~4;Others~Sports~Arts;INTP
22~25;Male;1;0~1;5~7;5~7;5~6;Unknown~Technology;INTP
22~25;Male;1;0~1;5~7;5~7;5~6;Unknown~Technology;ISFP
22~25;Male;1;0~1;5~7;5~7;5~6;Unknown~Technology;INTP
22~25;Male;1;0~1;5~7;5~7;5~6;Unknown~Technology;INFP
22~25;Male;1;0~1;5~7;5~7;5~6;Unknown~Technology;INTP
22~25;Male;1;0~1;5~7;5~7;5~6;Unknown~Technology;INFP
21~25;Male;1;0~1;5~7;7~9;4~6;Unknown~Technology;INTP
21~25;Male;1;0~1;5~7;7~9;4~6;Unknown~Technology;INTP
21~25;Male;1;0~1;5~7;7~9;4~6;Unknown~Technology;ISTP
21~25;Male;1;0~1;5~7;7~9;4~6;Unknown~Technology;INTP
21~25;Male;1;0~1;5~7;7~9;4~6;Unknown~Technology;INTP
21~25;Male;1;0~1;5~7;7~9;4~6;Unknown~Technology;INTP
21~25;Male;1;0~1;5~7;7~9;4~6;Unknown~Technology;INTP
19~24;Male;1;2~4;5~7;5~7;4~7;Unknown~Technology;ISTP
19~24;Male;1;2~4;5~7;5~7;4~7;Unknown~Technology;INTP
19~24;Male;1;2~4;5~7;5~7;4~7;Unknown~Technology;ISFP
19~24;Male;1;2~4;5~7;5~7;4~7;Unknown~Technology;INFP
19~24;Male;1;2~4;5~7;5~7;4~7;Unknown~Technology;INTP
19~24;Male;1;2~4;5~7;5~7;4~7;Unknown~Technology;ENTP
19~24;Male;1;2~4;5~7;5~7;4~7;Unknown~Technology;ENTP
20~25;Male;1;2~5;5~7;7~9;4~7;Unknown~Technology;INTP
20~25;Male;1;2~5;5~7;7~9;4~7;Unknown~Technology;INTP
20~25;Male;1;2~5;5~7;7~9;4~7;Unknown~Technology;ENTP
20~25;Male;1;2~5;5~7;7~9;4~7;Unknown~Technology;ESTP
20~25;Male;1;2~5;5~7;7~9;4~7;Unknown~Technology;ENTP
20~25;Male;1;2~5;5~7;7~9;4~7;Unknown~Technology;INTP
20~25;Male;1;2~5;5~7;7~9;4~7;Unknown~Technology;INTP
19~25;Male;1;0~1;5~6;5~9;5~7;Others~Sports~Arts;INTP
19~25;Male;1;0~1;5~6;5~9;5~7;Others~Sports~Arts;INFP
19~25;Male;1;0~1;5~6;5~9;5~7;Others~Sports~Arts;INTP
19~25;Male;1;0~1;5~6;5~9;5~7;Others~Sports~Arts;INFP
19~25;Male;1;0~1;5~6;5~9;5~7;Others~Sports~Arts;INTP
19~25;Male;1;0~1;5~6;5~9;5~7;Others~Sports~Arts;INTP
19~25;Male;1;0~1;5~6;5~9;5~7;Others~Sports~Arts;INTP
19~25;Male;1;0~1;5~6;5~9;5~7;Others~Sports~Arts;INTP
19~25;Male;1;0~1;5~6;5~9;5~7;Others~Sports~Arts;INTP
22~25;Male;1;1~4;5~7;6~8;4~6;Others~Sports~Arts;INTP
22~25;Male;1;1~4;5~7;6~8;4~6;Others~Sports~Arts;INTP
22~25;Male;1;1~4;5~7;6~8;4~6;Others~Sports~Arts;INTP
22~25;Male;1;1~4;5~7;6~8;4~6;Others~Sports~Arts;INFP
22~25;Male;1;1~4;5~7;6~8;4~6;Others~Sports~Arts;INTP
22~25;Male;1;1~4;5~7;6~8;4~6;Others~Sports~Arts;ISTP
22~25;Male;1;1~4;5~7;6~8;4~6;Others~Sports~Arts;INTP
22~25;Male;1;1~4;5~7;6~8;4~6;Others~Sports~Arts;ISTP
22~25;Male;1;1~4;5~7;6~8;4~6;Others~Sports~Arts;INTP
19~25;Male;1;6~7;3~5;1~2;3~4;Unknown~Technology;ENFP
19~25;Male;1;6~7;3~5;1~2;3~4;Unknown~Technology;ENFP
19~25;Male;1;6~7;3~5;1~2;3~4;Unknown~Technology;ENFP
19~25;Male;1;6~7;3~5;1~2;3~4;Unknown~Technology;ENFP
19~25;Male;1;6~7;3~5;1~2;3~4;Unknown~Technology;ENFP
19~25;Male;1;5~8;2~5;2~3;2~4;Unknown~Technology;ENFP
19~25;Male;1;5~8;2~5;2~3;2~4;Unknown~Technology;ENFP
19~25;Male;1;5~8;2~5;2~3;2~4;Unknown~Technology;ENFP
19~25;Male;1;5~8;2~5;2~3;2~4;Unknown~Technology;ENFP
19~25;Male;1;5~8;2~5;2~3;2~4;Unknown~Technology;ENFP
19~25;Male;1;5~8;2~5;2~3;2~4;Unknown~Technology;ENFP
21~25;Male;1;8~9;3~5;0~2;2~4;Unknown~Technology;ENFP
21~25;Male;1;8~9;3~5;0~2;2~4;Unknown~Technology;ENFP
21~25;Male;1;8~9;3~5;0~2;2~4;Unknown~Technology;ENFP
21~25;Male;1;8~9;3~5;0~2;2~4;Unknown~Technology;ENFP
21~25;Male;1;8~9;3~5;0~2;2~4;Unknown~Technology;ENFP
21~25;Male;1;8~9;3~5;0~2;2~4;Unknown~Technology;ENFP
20~24;Male;1;8~9;3~5;2~4;3~4;Unknown~Technology;ENFP
20~24;Male;1;8~9;3~5;2~4;3~4;Unknown~Technology;ENFP
20~24;Male;1;8~9;3~5;2~4;3~4;Unknown~Technology;ENFP
20~24;Male;1;8~9;3~5;2~4;3~4;Unknown~Technology;ENFP
20~24;Male;1;8~9;3~5;2~4;3~4;Unknown~Technology;ENFP
20~24;Male;1;8~9;3~5;2~4;3~4;Unknown~Technology;ENFP
19~25;Male;1;5~6;3~5;0~3;1~4;Others~Sports;ENFP
19~25;Male;1;5~6;3~5;0~3;1~4;Others~Sports;ENFP
19~25;Male;1;5~6;3~5;0~3;1~4;Others~Sports;ENFP
19~25;Male;1;5~6;3~5;0~3;1~4;Others~Sports;ENFP
19~25;Male;1;5~6;3~5;0~3;1~4;Others~Sports;ENFP
19~25;Male;1;5~6;3~5;0~3;1~4;Others~Sports;ENFP
23~25;Male;1;7~9;3~4;0~3;3~4;Others~Sports;ENFP
23~25;Male;1;7~9;3~4;0~3;3~4;Others~Sports;ENFP
23~25;Male;1;7~9;3~4;0~3;3~4;Others~Sports;ENFP
23~25;Male;1;7~9;3~4;0~3;3~4;Others~Sports;ENFP
23~25;Male;1;7~9;3~4;0~3;3~4;Others~Sports;ENFP
23~25;Male;1;7~9;3~4;0~3;3~4;Others~Sports;ENFP
20~25;Male;1;5~9;3~5;0~4;2~4;Arts;ENFP
20~25;Male;1;5~9;3~5;0~4;2~4;Arts;ENFP
20~25;Male;1;5~9;3~5;0~4;2~4;Arts;ENFP
20~25;Male;1;5~9;3~5;0~4;2~4;Arts;ENFP
20~25;Male;1;5~9;3~5;0~4;2~4;Arts;ENFP
20~25;Male;1;5~9;3~5;0~4;2~4;Arts;ENFP
20~25;Male;1;5~9;3~5;0~4;2~4;Arts;ENFP
20~25;Male;1;5~9;3~5;0~4;2~4;Arts;ENFP
20~25;Male;1;5~9;3~5;0~4;2~4;Arts;ENFP
20~25;Male;1;5~6;3~5;1~4;4~7;Unknown~Technology;INFP
20~25;Male;1;5~6;3~5;1~4;4~7;Unknown~Technology;ENFP
20~25;Male;1;5~6;3~5;1~4;4~7;Unknown~Technology;ENFP
20~25;Male;1;5~6;3~5;1~4;4~7;Unknown~Technology;ENFP
20~25;Male;1;5~6;3~5;1~4;4~7;Unknown~Technology;ENFP
20~25;Male;1;5~6;3~5;1~4;4~7;Unknown~Technology;ENFP
20~25;Male;1;5~6;3~5;1~4;4~7;Unknown~Technology;ENFP
20~25;Male;1;5~6;3~5;1~4;4~7;Unknown~Technology;ENFP
21~25;Male;1;6~9;2~5;0~4;4~6;Unknown~Technology;ENFP
21~25;Male;1;6~9;2~5;0~4;4~6;Unknown~Technology;ENFP
21~25;Male;1;6~9;2~5;0~4;4~6;Unknown~Technology;ENFP
21~25;Male;1;6~9;2~5;0~4;4~6;Unknown~Technology;ENFP
21~25;Male;1;6~9;2~5;0~4;4~6;Unknown~Technology;ENFP
21~25;Male;1;6~9;2~5;0~4;4~6;Unknown~Technology;ENFP
21~25;Male;1;6~9;2~5;0~4;4~6;Unknown~Technology;ENFP
21~25;Male;1;6~9;2~5;0~4;4~6;Unknown~Technology;ENFP
21~25;Male;1;5~9;3~5;0~4;4~6;Others;ENFP
21~25;Male;1;5~9;3~5;0~4;4~6;Others;ENFP
21~25;Male;1;5~9;3~5;0~4;4~6;Others;ENFP
21~25;Male;1;5~9;3~5;0~4;4~6;Others;ENFP
21~25;Male;1;5~9;3~5;0~4;4~6;Others;ENFP
21~25;Male;1;5~9;3~5;0~4;4~6;Others;ENFP
21~25;Male;1;5~9;3~5;0~4;4~6;Others;ENFP
21~24;Male;1;6~7;3~4;0~2;5~7;Sports~Arts;ENFP
21~24;Male;1;6~7;3~4;0~2;5~7;Sports~Arts;ENFP
21~24;Male;1;6~7;3~4;0~2;5~7;Sports~Arts;ENFP
21~24;Male;1;6~7;3~4;0~2;5~7;Sports~Arts;ENFP
21~24;Male;1;6~7;3~4;0~2;5~7;Sports~Arts;ENFP
20~24;Male;1;5~7;3~5;3~4;5~6;Sports~Arts;ENFP
20~24;Male;1;5~7;3~5;3~4;5~6;Sports~Arts;ENFP
20~24;Male;1;5~7;3~5;3~4;5~6;Sports~Arts;ENFP
20~24;Male;1;5~7;3~5;3~4;5~6;Sports~Arts;ENFP
20~24;Male;1;5~7;3~5;3~4;5~6;Sports~Arts;ENFP
21~25;Male;1;7~9;3~4;0~1;5~6;Sports~Arts;ENFP
21~25;Male;1;7~9;3~4;0~1;5~6;Sports~Arts;ENFP
21~25;Male;1;7~9;3~4;0~1;5~6;Sports~Arts;ENFP
21~25;Male;1;7~9;3~4;0~1;5~6;Sports~Arts;ENFP
21~25;Male;1;7~9;3~4;0~1;5~6;Sports~Arts;ENFP
21~25;Male;1;7~9;4~5;2~3;5~6;Sports~Arts;ENFP
21~25;Male;1;7~9;4~5;2~3;5~6;Sports~Arts;ENFP
21~25;Male;1;7~9;4~5;2~3;5~6;Sports~Arts;ENFP
21~25;Male;1;7~9;4~5;2~3;5~6;Sports~Arts;ENFP
21~25;Male;1;7~9;4~5;2~3;5~6;Sports~Arts;ENFP
21~25;Male;1;7~9;4~5;2~3;5~6;Sports~Arts;ENFP
21~24;Male;1;5~7;2~5;4~5;1~4;Unknown~Technology;ENFP
21~24;Male;1;5~7;2~5;4~5;1~4;Unknown~Technology;ENFP
21~24;Male;1;5~7;2~5;4~5;1~4;Unknown~Technology;ENFP
21~24;Male;1;5~7;2~5;4~5;1~4;Unknown~Technology;ENFP
21~24;Male;1;5~7;2~5;4~5;1~4;Unknown~Technology;ENFP
21~24;Male;1;5~7;2~5;4~5;1~4;Unknown~Technology;ENFP
21~25;Male;1;8~9;3~5;4~6;2~4;Unknown~Technology;ENFP
21~25;Male;1;8~9;3~5;4~6;2~4;Unknown~Technology;ENFP
21~25;Male;1;8~9;3~5;4~6;2~4;Unknown~Technology;ENFP
21~25;Male;1;8~9;3~5;4~6;2~4;Unknown~Technology;ENTP
21~25;Male;1;8~9;3~5;4~6;2~4;Unknown~Technology;ENFP
21~25;Male;1;8~9;3~5;4~6;2~4;Unknown~Technology;ENFP
20~25;Male;1;5~8;3~5;7~9;2~3;Unknown;ENTP
20~25;Male;1;5~8;3~5;7~9;2~3;Unknown;ENTP
20~25;Male;1;5~8;3~5;7~9;2~3;Unknown;ENTP
20~25;Male;1;5~8;3~5;7~9;2~3;Unknown;ENTP
20~25;Male;1;5~8;3~5;7~9;2~3;Unknown;ENTP
20~25;Male;1;5~8;3~5;7~9;2~3;Unknown;ENTP
23~25;Male;1;8~9;3~4;7~9;2~4;Unknown;ENTP
23~25;Male;1;8~9;3~4;7~9;2~4;Unknown;ENTP
23~25;Male;1;8~9;3~4;7~9;2~4;Unknown;ENTP
23~25;Male;1;8~9;3~4;7~9;2~4;Unknown;ENTP
23~25;Male;1;8~9;3~4;7~9;2~4;Unknown;ENTP
23~25;Male;1;8~9;3~4;7~9;2~4;Unknown;ENTP
20~24;Male;1;5~8;2~4;4~7;0~4;Others~Sports;ENFP
20~24;Male;1;5~8;2~4;4~7;0~4;Others~Sports;ENTP
20~24;Male;1;5~8;2~4;4~7;0~4;Others~Sports;ENTP
20~24;Male;1;5~8;2~4;4~7;0~4;Others~Sports;ENFP
20~24;Male;1;5~8;2~4;4~7;0~4;Others~Sports;ENFP
23~25;Male;1;5~9;2~4;4~6;3~4;Arts;ENFP
23~25;Male;1;5~9;2~4;4~6;3~4;Arts;ENFP
23~25;Male;1;5~9;2~4;4~6;3~4;Arts;ENFP
23~25;Male;1;5~9;2~4;4~6;3~4;Arts;ENTP
23~25;Male;1;5~9;2~4;4~6;3~4;Arts;ENTP
20~25;Male;1;6~8;3~5;7~9;1~4;Others;ENTP
20~25;Male;1;6~8;3~5;7~9;1~4;Others;ENTP
20~25;Male;1;6~8;3~5;7~9;1~4;Others;ENTP
20~25;Male;1;6~8;3~5;7~9;1~4;Others;ENTP
20~25;Male;1;6~8;3~5;7~9;1~4;Others;ENTP
19~24;Male;1;7~8;4~5;7~9;3~4;Sports~Arts;ENTP
19~24;Male;1;7~8;4~5;7~9;3~4;Sports~Arts;ENTP
19~24;Male;1;7~8;4~5;7~9;3~4;Sports~Arts;ENTP
19~24;Male;1;7~8;4~5;7~9;3~4;Sports~Arts;ENTP
19~24;Male;1;7~8;4~5;7~9;3~4;Sports~Arts;ENTP
21~25;Male;1;5~8;3~4;4~7;4~7;Unknown~Technology;ENFP
21~25;Male;1;5~8;3~4;4~7;4~7;Unknown~Technology;ENTP
21~25;Male;1;5~8;3~4;4~7;4~7;Unknown~Technology;INTP
21~25;Male;1;5~8;3~4;4~7;4~7;Unknown~Technology;ENTP
21~25;Male;1;5~8;3~4;4~7;4~7;Unknown~Technology;ENFP
21~25;Male;1;5~8;3~4;4~7;4~7;Unknown~Technology;ENFP
19~25;Male;1;8~9;3~5;4~6;4~5;Unknown~Technology;ENFP
19~25;Male;1;8~9;3~5;4~6;4~5;Unknown~Technology;ENFP
19~25;Male;1;8~9;3~5;4~6;4~5;Unknown~Technology;ENFP
19~25;Male;1;8~9;3~5;4~6;4~5;Unknown~Technology;ENFP
19~25;Male;1;8~9;3~5;4~6;4~5;Unknown~Technology;ENFP
19~25;Male;1;8~9;3~5;4~6;4~5;Unknown~Technology;ENFP
21~25;Male;1;5~7;3~5;7~9;4~6;Unknown~Technology;ENTP
21~25;Male;1;5~7;3~5;7~9;4~6;Unknown~Technology;ENTP
21~25;Male;1;5~7;3~5;7~9;4~6;Unknown~Technology;ENTP
21~25;Male;1;5~7;3~5;7~9;4~6;Unknown~Technology;ENTP
21~25;Male;1;5~7;3~5;7~9;4~6;Unknown~Technology;ENTP
21~25;Male;1;5~7;3~5;7~9;4~6;Unknown~Technology;ENTP
20~25;Male;1;7~9;3~5;8~9;4~6;Unknown~Technology;ENTP
20~25;Male;1;7~9;3~5;8~9;4~6;Unknown~Technology;ENTP
20~25;Male;1;7~9;3~5;8~9;4~6;Unknown~Technology;ENTP
20~25;Male;1;7~9;3~5;8~9;4~6;Unknown~Technology;ENTP
20~25;Male;1;7~9;3~5;8~9;4~6;Unknown~Technology;ENTP
20~25;Male;1;7~9;3~5;8~9;4~6;Unknown~Technology;ENTP
20~25;Male;1;7~9;3~5;8~9;4~6;Unknown~Technology;ENTP
21~24;Male;1;5~9;2~5;4~6;4~7;Others~Sports~Arts;ENTP
21~24;Male;1;5~9;2~5;4~6;4~7;Others~Sports~Arts;ENFP
21~24;Male;1;5~9;2~5;4~6;4~7;Others~Sports~Arts;ENFP
21~24;Male;1;5~9;2~5;4~6;4~7;Others~Sports~Arts;ENFP
21~24;Male;1;5~9;2~5;4~6;4~7;Others~Sports~Arts;ENFP
21~24;Male;1;5~9;2~5;4~6;4~7;Others~Sports~Arts;ENFP
21~24;Male;1;5~9;2~5;4~6;4~7;Others~Sports~Arts;ENFP
21~24;Male;1;5~9;2~5;4~6;4~7;Others~Sports~Arts;ENFP
21~24;Male;1;5~9;2~5;4~6;4~7;Others~Sports~Arts;ENFP
21~25;Male;1;5~8;2~4;6~8;4~6;Sports~Arts;ENTP
21~25;Male;1;5~8;2~4;6~8;4~6;Sports~Arts;ENTP
21~25;Male;1;5~8;2~4;6~8;4~6;Sports~Arts;ENTP
21~25;Male;1;5~8;2~4;6~8;4~6;Sports~Arts;ENTP
21~25;Male;1;5~8;2~4;6~8;4~6;Sports~Arts;INTP
20~25;Male;1;8~9;4~5;7~8;4~5;Others~Sports~Arts;ENTP
20~25;Male;1;8~9;4~5;7~8;4~5;Others~Sports~Arts;ENTP
20~25;Male;1;8~9;4~5;7~8;4~5;Others~Sports~Arts;ENTP
20~25;Male;1;8~9;4~5;7~8;4~5;Others~Sports~Arts;ENTP
20~25;Male;1;8~9;4~5;7~8;4~5;Others~Sports~Arts;ENTP
20~25;Male;1;5~6;5~7;0~0;2~4;Unknown~Technology;ENFP
20~25;Male;1;5~6;5~7;0~0;2~4;Unknown~Technology;ENFP
20~25;Male;1;5~6;5~7;0~0;2~4;Unknown~Technology;ENFP
20~25;Male;1;5~6;5~7;0~0;2~4;Unknown~Technology;ENFP
20~25;Male;1;5~6;5~7;0~0;2~4;Unknown~Technology;ENFP
20~25;Male;1;5~6;5~7;0~0;2~4;Unknown~Technology;ENFP
20~24;Male;1;6~9;5~6;0~2;2~3;Unknown~Technology;ENFP
20~24;Male;1;6~9;5~6;0~2;2~3;Unknown~Technology;ENFP
20~24;Male;1;6~9;5~6;0~2;2~3;Unknown~Technology;ESFP
20~24;Male;1;6~9;5~6;0~2;2~3;Unknown~Technology;ENFP
20~24;Male;1;6~9;5~6;0~2;2~3;Unknown~Technology;ENFP
20~24;Male;1;6~9;5~6;0~2;2~3;Unknown~Technology;ENFP
21~25;Male;1;5~7;5~6;2~4;2~4;Unknown~Technology;ENFP
21~25;Male;1;5~7;5~6;2~4;2~4;Unknown~Technology;ENFP
21~25;Male;1;5~7;5~6;2~4;2~4;Unknown~Technology;ENFP
21~25;Male;1;5~7;5~6;2~4;2~4;Unknown~Technology;ENFP
21~25;Male;1;5~7;5~6;2~4;2~4;Unknown~Technology;ENFP
21~25;Male;1;5~7;5~6;2~4;2~4;Unknown~Technology;ENFP
20~25;Male;1;7~9;5~6;2~4;1~4;Unknown;ENFP
20~25;Male;1;7~9;5~6;2~4;1~4;Unknown;ENFP
20~25;Male;1;7~9;5~6;2~4;1~4;Unknown;ENFP
20~25;Male;1;7~9;5~6;2~4;1~4;Unknown;ENFP
20~25;Male;1;7~9;5~6;2~4;1~4;Unknown;ENFP
20~25;Male;1;7~9;5~6;2~4;1~4;Unknown;ENFP
20~25;Male;1;7~9;5~6;2~4;1~4;Unknown;ENFP
19~23;Male;1;6~9;5~6;0~2;2~4;Others~Sports;ENFP
19~23;Male;1;6~9;5~6;0~2;2~4;Others~Sports;ENFP
19~23;Male;1;6~9;5~6;0~2;2~4;Others~Sports;ENFP
19~23;Male;1;6~9;5~6;0~2;2~4;Others~Sports;ENFP
19~23;Male;1;6~9;5~6;0~2;2~4;Others~Sports;ENFP
20~24;Male;1;5~9;5~8;3~4;2~4;Others~Sports;ENFP
20~24;Male;1;5~9;5~8;3~4;2~4;Others~Sports;ENFP
20~24;Male;1;5~9;5~8;3~4;2~4;Others~Sports;ESFP
20~24;Male;1;5~9;5~8;3~4;2~4;Others~Sports;ENFP
20~24;Male;1;5~9;5~8;3~4;2~4;Others~Sports;ENFP
20~24;Male;1;5~9;5~8;3~4;2~4;Others~Sports;ENFP
20~24;Male;1;5~9;5~6;0~4;2~4;Arts;ENFP
20~24;Male;1;5~9;5~6;0~4;2~4;Arts;ENFP
20~24;Male;1;5~9;5~6;0~4;2~4;Arts;ENFP
20~24;Male;1;5~9;5~6;0~4;2~4;Arts;ESFP
20~24;Male;1;5~9;5~6;0~4;2~4;Arts;INFP
20~24;Male;1;5~9;5~6;0~4;2~4;Arts;ENFP
20~24;Male;1;5~9;5~6;0~4;2~4;Arts;ENFP
20~24;Male;1;5~9;5~6;0~4;2~4;Arts;ENFP
20~23;Male;1;6~9;5~6;0~2;4~6;Unknown;ENFP
20~23;Male;1;6~9;5~6;0~2;4~6;Unknown;ENFP
20~23;Male;1;6~9;5~6;0~2;4~6;Unknown;ENFP
20~23;Male;1;6~9;5~6;0~2;4~6;Unknown;ENFP
20~23;Male;1;6~9;5~6;0~2;4~6;Unknown;ENFP
20~23;Male;1;6~9;5~6;0~2;4~6;Unknown;ENFP
20~25;Male;1;5~9;5~6;2~4;4~6;Unknown;ENFP
20~25;Male;1;5~9;5~6;2~4;4~6;Unknown;ESFP
20~25;Male;1;5~9;5~6;2~4;4~6;Unknown;ENFP
20~25;Male;1;5~9;5~6;2~4;4~6;Unknown;ENFP
20~25;Male;1;5~9;5~6;2~4;4~6;Unknown;ENFP
20~25;Male;1;5~9;5~6;2~4;4~6;Unknown;ENFP
20~25;Male;1;5~9;5~6;2~4;4~6;Unknown;ENFP
21~25;Male;1;5~9;5~7;0~1;5~6;Technology~Others;ENFP
21~25;Male;1;5~9;5~7;0~1;5~6;Technology~Others;ENFP
21~25;Male;1;5~9;5~7;0~1;5~6;Technology~Others;ENFP
21~25;Male;1;5~9;5~7;0~1;5~6;Technology~Others;ISFP
21~25;Male;1;5~9;5~7;0~1;5~6;Technology~Others;ENFP
21~25;Male;1;5~9;5~7;0~1;5~6;Technology~Others;ENFP
21~25;Male;1;5~9;5~6;2~4;4~6;Technology~Others;INFP
21~25;Male;1;5~9;5~6;2~4;4~6;Technology~Others;ENFP
21~25;Male;1;5~9;5~6;2~4;4~6;Technology~Others;ENFP
21~25;Male;1;5~9;5~6;2~4;4~6;Technology~Others;ENFP
21~25;Male;1;5~9;5~6;2~4;4~6;Technology~Others;ENFP
21~25;Male;1;5~9;5~6;2~4;4~6;Technology~Others;INFP
21~25;Male;1;5~9;5~6;2~4;4~6;Technology~Others;ENFP
20~25;Male;1;5~8;5~7;0~2;4~6;Sports~Arts;ENFP
20~25;Male;1;5~8;5~7;0~2;4~6;Sports~Arts;ENFP
